Coffee,Description,scores,valid_date,polarity_textblob,subjectivity_textblob,neg_nltk,neu_nltk,pos_nltk,compound_nltk,value_flair,score_flair,flesch,kincaid_grade,coleman_liau_index,ari,dale_chall_readability,difficult_words,text_standard,flesch_corrected,kincaid_grade_corrected,ari_corrected,dale_chall_readability_corrected,len_review
U :Dessert,"Worth the hype!! After seeing so many yummy post and ppl raving about this place I made this a priority reservation for my next trip to the city.  Since I had a bigger party (5 ppl) I made reservations, but we did go at an off time during the weekend, (around 3PM) and had no wait.Located right next to the infamous (& also yummy) Kitchen Story - this place looked really tiny, but was actually long in layout and pretty spacious. Really cute casual decor with a Farmhouse vibe, and service was quick/nice/efficient overall. Of course, I already did my yelp research ahead of time & knew what sweets to order - but pretty much all the desserts looked tasty & had an asian influence in flavahhh + modern plating/decor...which were both beautiful and unique. Let's Dig In:(1) Matcha Molten Chocolate Lava Cake - FN amazing!!! Beautifully warm and chocolatey cake with perfect gooey texture + filled with a tasty strong matcha lava. Soooo yummyyy!!(2) Boba Thai Tea Bingsoo - good but a tad bit too sweet, shaved ice had good texture, Thai tea flavor was strong, boba had a nice chew. Good bingsoo overall. (3) Mochi Garlic Toast - this was shockingly one of my fave things here. The bread was perfectly toasted and lightly garlic flavored which (SOMEHOW) went amazingly well with the sweet nutty mochi flavor - pretty much perfect blend of sweet and savory.(4) Young Coconut Pandan Crepe Cake - not the best crepe cake, but still really freakin good. Flavors were amazing and perfectly light in pandan flavor + also loved the coconut toppings and side of coconut cream. The texture of the crepe itself was a little too soft compared to others I've had, but flavors made up for it.(5) Matcha Latte - tasty! Lightly sweet, creamy, and super strong in green tea flavahhh - just the way I like it!(6) Hojicha Latte - lightly roasted flavah and a lil more milky than the matcha latte (which isn't my preference) - but still good.(7) Cafe Latte - okkkk overall, coffee itself was pretty light with a lot of milk, not sweet at all since you can add sugar yourself. Could do without this next time.",4.0,2019-06-02,0.31670634920634916,0.6062550443906376,0.10566666666666667,0.648,0.32349999999999995,0.9994,POSITIVE,0.9999606609344482,60.79,11.5,9.75,15.1,7.18,49,11th and 12th grade,60.79,11.5,14.0,7.18,2088
U :Dessert,"This is a little small desert place with alot of lovely desert selection. Their most popular one is the sticky rice mango. They have an option  for small or large. The small was a perfect size to share after dinner. The shaved ice is so finely milled that just melts in your mouth. They have a layer of mango sauce in between the shaved ice. And they also have mago on the side of the shaved ice and then sprinkled with nuts/seeds. I would love to go back to try their valcano desert which comes with Oreo, corn flames, chocolate  and something else. But it lost amazing with the dry ice coming out if the center like a real volcano. They look small once you walk in tbe, but they have a big seating in the back. You can also reserve seating for a big party.",5.0,2019-06-02,0.35000000000000003,0.4439285714285714,0.106,0.865,0.2906666666666667,0.9331,POSITIVE,0.9995239973068237,91.82,3.8,5.61,5.0,5.81,14,5th and 6th grade,91.82,3.8,5.0,5.81,758
U :Dessert,"What a gem, I am totally bringing friends here next time they come to town. Line was long but we finished everything .  Highly recommend the mango sticky rice bingsoo and kiwi kakigori. The pandan crepe cake was alright not as pandan flavoured as we expected.",5.0,2019-06-01,0.16,0.418,0.0,0.827,0.19999999999999998,0.8115,POSITIVE,0.9998503923416138,73.17,6.8,9.04,8.5,8.59,12,8th and 9th grade,73.17,6.8,8.5,8.59,259
U :Dessert,"My second time back was even better than the amazing first time. I've decided that it is in my best interest to try every single item on the menu.Needless to say, I will be back... again and again andagain",5.0,2019-06-01,0.16142857142857145,0.28095238095238095,0.0,0.71,0.36250000000000004,0.9313,POSITIVE,0.9993888139724731,77.06,7.4,6.5,8.5,6.63,5,6th and 7th grade,77.06,7.4,8.5,6.63,205
U :Dessert,This is a critique. I hate this restaurant. I got a sickness when I went here. Poor staff and food quality.,1.0,2019-05-31,-0.6000000000000001,0.75,0.543,0.673,0.0,-0.7783,NEGATIVE,0.9999388456344604,99.94,0.6,1.49,0.7,6.16,3,0th and 1st grade,99.94,0.6,1.0,6.16,107
U :Dessert,"One of my favorite dessert spots in SF! The asian desserts they serve here are a mash of Thai, korean, and Japanese influences. Everything they serve here is instagram friendly - and a lot of times those ig desert places lack in taste, but not here! The desserts are GOOD! Thai tea layered cake: not the best. The crepe tasted too well done and hard as opposed to soft and spongy. But the Thai tea sauce was greatKiwi kakigori: this is a Japanese style shaved ice - similar to the kind you get from Hawaii where they shave ice very finely. The kiwi flavor is really good and comes with lemon if you want it to be more sourMango sticky rice bingsu: the creamy korean shaved ice but with a Thai twist! This is a safe item to order if you don't want to try any of their other more unique offerings. Tastes really good!. It comes with a small dollop of green sticky rice.",4.0,2019-05-28,0.3923611111111111,0.476984126984127,0.148,0.805,0.22733333333333336,0.9618,POSITIVE,0.9991363883018494,90.29,4.3,6.37,6.3,6.02,17,6th and 7th grade,90.29,4.3,6.3,6.02,867
U :Dessert,"This is an Asian themed dessert spot right next to Kitchen Story. A lot of their foods fall under that ""instagram aesthetic"", so you get a lot of young people here taking pictures - but the food itself is also pretty good!Through my visits I've ordered:Thai Tea Crepe CakeMango Sticky Rice ToastSoft Bread with Pandan FondueMango Sticky Rice BingsuThai Tea Crepe Cake:Out of everything I think this is the least worth it. The flavors don't stand out much at all and it's also an extremely small portion to pay $12 for. Not really memorable - I would skip this.Mango Sticky Rice Toast:Very filling because of all the bread and has the same sides as the bingsu. If you want a carby, warmer alternative to the binsu, you could get this. The inside bread squares are very tasty and buttery, but the outside of the brick toast is harder and cracker-like - typical of brick toast.Soft Bread with Pandan Fondue:If you don't like eating the outside crust of brick toast, but want the soft inside this is perfect for you. It's squares of the bread, prepared similarly to brick toast, dipped in a sweet Pandan or Thai Tea (pick one) fondue. We got the pandan and it was very tasty, but also super heavy/filling and definitely something you need to share among multiple people. Mango Sticky Rice Bingsu:My favorite out of everything I've tried so far. The mango sauce + condensed milk drizzled on top are the perfect topping to the super soft shaved ice. The softest and most even texture I've had for bingsu - beats out what I've had in Koreatown in LA by far. I also love that they have little pots of nuts and sticky rice to pair it with.I'm often visiting Dessert Story after a filling meal, but always find myself able to make room for dessert here. Looking forward to my next visit to try out more of the menu!",4.0,2019-05-27,0.23310185185185184,0.464028314028314,0.101,0.819,0.26385714285714285,0.9943,NEGATIVE,0.9851165413856506,63.43,10.5,8.94,12.7,6.78,39,10th and 11th grade,63.43,10.5,12.7,6.78,1805
U :Dessert,"Most unique desserts I've seen. Ordered chocolate brownie volcano and it was yummy and big enough for two. Not overpoweringly sweet but just right. The ice cream inside is more like shaved cream crystals. Comes with some banana, brownie bites, a sweet syrup and Frosted Flakes for sweetness. Topped with whip and chocolate powder. Very small dining area so make a reservation if you can. However, the line moves quickly. Tables are extremely tight together, so it's an adventure getting your body through the 10"" gap between tables All in all a pleasant experience. I would highly recommend this place for something sweet.",5.0,2019-05-27,0.2682589285714285,0.5641496598639456,0.258,0.751,0.3054,0.9382,POSITIVE,0.999997615814209,77.94,4.9,9.54,7.5,6.29,14,4th and 5th grade,77.94,4.9,7.5,6.29,622
U :Dessert,"We came early just after 5pm and a good thing at that, a lined quickly formed.  Really thought out dessert dishes were fantastic! Ambience was nice, I would definitely recommend!",5.0,2019-05-26,0.37777777777777777,0.5714285714285714,0.0,0.593,0.182,0.9335,POSITIVE,0.9995720982551575,64.71,8.0,9.97,9.5,7.01,5,7th and 8th grade,64.71,8.0,9.5,7.01,178
U :Dessert,"I love the amazing desserts, EVEn if it makes me feel sick from the mass amounts of sugar I consumed!!",5.0,2019-05-25,0.0,0.7857142857142857,0.0,0.558,0.0,0.7418,POSITIVE,0.9981787204742432,85.02,6.4,5.92,8.1,6.21,2,5th and 6th grade,85.02,6.4,8.1,6.21,102
U :Dessert,I love the coconut crepes cake here! It's supper good especially the coconut sauce that goes with the crepes cake! I hope San Jose will have this desert place where I can go to all the time.,5.0,2019-05-25,0.44166666666666665,0.7333333333333334,0.0,0.745,0.255,0.8906,POSITIVE,0.9997367262840271,92.83,3.4,5.32,4.3,1.04,1,5th and 6th grade,92.83,3.4,4.3,1.04,190
U :Dessert,Nice environment with exotic looking creations. Clean feel to it but not enough ventilation going on in the inside. The lighting is a little bright. The workers there are really nice people. There were definitely smiles going on in the kitchen and that for me put me at ease cuz then I know there is Love in the environment.,4.0,2019-05-25,0.3679166666666667,0.7333333333333333,0.0,0.617,0.36100000000000004,0.9832,POSITIVE,0.6483322978019714,76.42,5.5,7.47,5.7,6.36,8,5th and 6th grade,76.42,5.5,5.7,6.36,324
U :Dessert,Definitely a place for the gram or any social media site. We tried the Thai tea crepe cake which I thought was not worth the price. It felt like eating thin pancake layers with whip cream in between. The bingso however was fantastic! We got the volcano one and the aesthetics were on point along with the flavor!!,3.0,2019-05-25,-0.275,0.4833333333333333,0.114,0.821,0.20800000000000002,0.8406,POSITIVE,0.998799204826355,85.08,4.3,6.53,5.1,6.93,10,6th and 7th grade,85.08,4.3,5.1,6.93,313
Saltroot,"The nicest shopOwner ever, understanding and personal. If I lived here, I would stop by every day. Vegan options and the coffee is also great! So happy we stopped by.",5.0,2019-04-27,0.9,0.6833333333333332,0.172,0.591,0.378,0.8489,POSITIVE,0.9956756234169006,72.32,5.0,5.7,3.8,6.64,5,6th and 7th grade,72.32,5.0,3.8,6.64,166
Saltroot,"Cute little cafe with really good coffee and Brazilian cheese popups.Very nice atmosphere inside here inside and out.On a sunny day, I like sitting outside on the peaceful corner.The cheese pop-ups, which I had never had before, are light and tasty.The best thing is that you get one free with a cup of coffee!  And the coffee is very good.I recommend it!",5.0,2019-04-25,0.48916666666666664,0.575,0.0,0.633,0.41725,0.9806,POSITIVE,0.9993048906326294,25.47,25.1,10.06,31.9,7.73,4,25th and 26th grade,25.47,20.0,14.0,7.73,355
Saltroot,Yummy!  Ordered from this spot & had it in my hand super fast. The sandwiches are delicious though I preferred the tomato and basil. Hard to find gluten free sandwiches and even harder to find these tasty Brazilian sandwiches. Next time I'll pop in and gave them there.,4.0,2019-04-18,0.6333333333333333,0.5154761904761905,0.0,0.676,0.3406666666666667,0.9545,POSITIVE,0.999964714050293,84.88,4.4,8.04,6.7,6.91,8,6th and 7th grade,84.88,4.4,6.7,6.91,269
Saltroot,The sandwich pop ups were delicious as well as the mushroom Gorgonzola empanada. Great neighborhood spot!,5.0,2019-04-14,1.0,0.875,0.0,0.561,0.345,0.8805,POSITIVE,0.9996028542518616,63.36,6.4,12.25,9.1,7.98,4,7th and 8th grade,63.36,6.4,9.1,7.98,105
Saltroot,"Saltroot is my favorite go to place if I want Pao De Quejo! They make it fresh if I order for pick up. The bread is so fluffy, soft and chewy unlike the other places that put more flour. The cafe also makes Argentina empanadas and they have vegan option. I definitely recommend Saltroot Cafe!",5.0,2019-04-07,0.4625,0.5178571428571429,0.0,0.791,0.277,0.8856,POSITIVE,0.99993896484375,85.69,4.0,6.01,4.5,6.77,9,6th and 7th grade,85.69,4.0,4.5,6.77,292
Saltroot,Can't say enough good things about this place.I usually buy 4-6 bags of the frozen Pao de queijo at a time. They're perfect to make into little sandwiches or bring to parties and super tasty.The coffee is good and the atmosphere inside the cafe is warm and cozy.,5.0,2019-04-04,0.21215277777777775,0.6074074074074074,0.256,0.707,0.385,0.812,POSITIVE,0.9998565912246704,72.5,9.1,8.13,11.7,7.13,7,11th and 12th grade,72.5,9.1,11.7,7.13,262
